userID,bookID,prediction
u17832892,b51986055
u96848649,b85930360
u88017117,b15682357
u51478724,b04222499
u72942332,b30494145
u46772870,b00490633
u65080619,b80148153
u33376497,b67086257
u42749427,b40477781
u12816990,b07278059
u26480193,b77508650
u03942781,b38905954
u13861223,b31362596
u60015993,b54384341
u58563514,b51311359
u25537009,b06802134
u75753102,b84826557
u15778147,b58139174
u52268925,b04873655
u52321175,b56466462
u18979372,b79815294
u89004977,b56787707
u76956835,b56466462
u65298567,b82301487
u69160033,b92457365
u15552475,b86522414
u34550327,b74167560
u77872197,b74938144
u51836359,b44711938
u37224153,b03197895
u92938542,b80871817
u31393439,b50384790
u13131410,b62396194
u06582764,b65928236
u88929039,b87779498
u52376392,b33903888
u11553276,b97302773
u51395872,b01335249
u90042564,b55226287
u40929703,b22634453
u08350594,b68674805
u01088059,b56915887
u47470770,b50284484
u27663047,b96054347
u06089446,b42349213
u92312731,b07378867
u28888395,b79928088
u40801254,b78124101
u66108479,b99145398
u35130740,b28615151
u31441532,b49488733
u48831352,b95081671
u35095860,b80596289
u23876123,b29998162
u12261233,b91102051
u48907207,b45594562
u66162303,b33935257
u67116445,b19208256
u32055982,b54791634
u55029519,b00653768
u92415349,b67030393
u69870873,b38122928
u72102241,b52648851
u38499079,b08473327
u92345239,b80651257
u72505603,b64138226
u58790283,b67165478
u55755379,b51030315
u18035604,b46584434
u78308541,b11519462
u08718879,b60434059
u92515797,b12526023
u63145838,b61005749
u21476770,b95785803
u61594129,b00242900
u78480616,b14632405
u46937493,b68526080
u61774386,b71020602
u49807892,b09101227
u22480048,b18530260
u11984307,b45441357
u90468861,b96192852
u84104407,b53423202
u26738032,b05271936
u61093424,b49323159
u16340544,b35020640
u42432249,b16385735
u07385921,b82853645
u81747174,b82890607
u81484971,b75852622
u16035859,b41341679
u77291252,b37561328
u44457694,b37068431
u90867529,b95816463
u15819872,b30331659
u08080153,b71294015
u11004561,b79253970
u97625171,b31988440
u59477498,b75817040
u40681266,b86376623
u32012219,b36794167
u15210302,b79994865
u09611684,b71271368
u79294548,b86896365
u69482567,b93997659
u29052853,b15642417
u45697256,b00722811
u80222471,b52736396
u94783900,b28493148
u78951421,b45708783
u92446519,b63603925
u77286985,b53423202
u06431119,b17244552
u36226151,b80719023
u57167390,b41341679
u35095860,b05154189
u43361353,b71005952
u75638367,b64728084
u85203854,b82148195
u90160283,b97454851
u95209722,b93745301
u99678054,b78180005
u28124594,b46271044
u81796859,b35526856
u11514065,b89407369
u13670496,b65098253
u15640952,b02582153
u77307956,b64124445
u73187477,b09365531
u91861876,b43892559
u43444649,b62202095
u14321575,b56662995
u19715940,b11652461
u68781462,b96067067
u05039268,b08545824
u66912355,b31687952
u28464683,b52485134
u77580309,b38423888
u04650093,b76864243
u59579597,b10567312
u23477030,b91686353
u04988037,b78180005
u31378328,b09419504
u44900135,b03102677
u56943829,b38958539
u08593205,b08545824
u83052461,b41560938
u19115513,b14476018
u58325931,b57648353
u46804800,b38423888
u28761230,b74575407
u20584708,b09902724
u59070515,b07812624
u78494608,b70664431
u68386879,b35891508
u38028720,b22475341
u92558620,b80053887
u42771555,b41451971
u74709209,b21278589
u05897446,b12081050
u59287004,b78275112
u01162279,b91885011
u20429654,b50384790
u42618919,b06439034
u27907344,b32751556
u93963825,b29576446
u90972153,b26138336
u90224178,b53423202
u61884306,b86889066
u29391626,b04820955
u91274757,b32727723
u80541829,b91712126
u14027921,b78275112
u30010234,b39664275
u96745059,b30241917
u24211784,b32938031
u34503413,b73921727
u04999531,b72782535
u28110271,b75852622
u91027135,b49799589
u74095242,b73898225
u31084464,b19822827
u04332420,b39989034
u19958493,b66908318
u07286926,b72027832
u57839152,b78703712
u46400993,b88562055
u81847417,b59881354
u30047455,b15460735
u76745887,b89582994
u90291986,b02840016
u63407690,b45033558
u91697783,b39915063
u26316465,b57266227
u85401916,b26651767
u41082713,b76040943
u22415566,b04588843
u44273384,b82682340
u28391854,b88261609
u89131359,b79928088
u36219718,b82546611
u28627886,b77628606
u97953116,b21674268
u44519787,b13108919
u71412071,b56492521
u82754354,b22582370
u31378328,b86769740
u64675386,b06167371
u73622960,b95822040
u36869370,b01714936
u40783974,b12870754
u93665263,b61670483
u30644325,b41402498
u02190494,b43964712
u78989148,b67380674
u59368481,b34466452
u04024123,b79357715
u40845636,b16918176
u88493329,b93573763
u38124405,b88182084
u52386234,b74821603
u52453326,b11689530
u81875522,b78647061
u05075929,b57130459
u06127654,b51927662
u45884981,b85741718
u20436565,b20547561
u25289869,b79928088
u02730778,b96533725
u42988270,b04820955
u87278144,b50453414
u87891022,b80160832
u16334013,b06439034
u29637960,b42232720
u52460388,b77201589
u92256884,b23760358
u81255493,b93745301
u19263327,b18610759
u43120066,b44108993
u76014666,b02994747
u33538812,b91561409
u16960266,b70977140
u61587998,b37068431
u83587595,b47339229
u18708765,b26635003
u53396512,b17585340
u06591217,b24413532
u84900512,b63408778
u33115808,b57745506
u09508217,b13716034
u87361136,b52503900
u08684872,b28651364
u93469666,b28651364
u32946603,b76642772
u40572500,b12962230
u13070832,b79928088
u78088174,b07327816
u97800729,b88463400
u60127176,b29576446
u71852569,b25958104
u30069721,b75541992
u93532304,b80479144
u98924202,b23369233
u23510860,b26003550
u23384472,b64898087
u37918620,b88978481
u93225743,b83705852
u94242346,b86376623
u44034253,b87049222
u39427052,b86746458
u74565740,b74189476
u95803602,b47931880
u31156311,b95822040
u57931849,b88740280
u41410979,b71472247
u02790181,b52239571
u67927839,b96621963
u72928644,b54878424
u32124903,b68181496
u63030385,b39941849
u20740500,b86391415
u18836759,b29138116
u50708042,b07378867
u35939120,b36185570
u16598498,b58585939
u24909319,b30769966
u32619804,b13540873
u71095001,b50384790
u36406172,b16199206
u35963763,b07812624
u24046648,b11234289
u84257148,b22227603
u14312140,b88978481
u15953743,b81524397
u93492638,b07278059
u82810602,b06439034
u44018767,b86834511
u76978999,b09071076
u94532964,b19953221
u39800684,b93745301
u42799163,b70014102
u61684017,b41341679
u76776251,b94660986
u03651153,b74821603
u34101607,b34130268
u55273027,b19830299
u68212901,b23711476
u60554054,b99196780
u64390767,b29802159
u59716007,b80294058
u54462718,b12151882
u18478454,b94406818
u80623138,b22439341
u84708131,b71069695
u94026615,b88136526
u19681460,b15439387
u34304804,b52481155
u29346256,b73781985
u84194413,b92943233
u69175683,b04161893
u93858684,b96067067
u82898215,b49495549
u74275050,b43914262
u96479490,b89572033
u14813303,b70680443
u85710559,b37657413
u25199196,b13055413
u49557543,b98256804
u98510845,b87404127
u24247617,b76473315
u89694806,b31230544
u99950823,b74418157
u77068583,b43914262
u14039822,b41296906
u59788094,b21357510
u21493366,b10573448
u43828693,b23711476
u64535241,b15038153
u25800280,b51733855
u31455377,b03442686
u88375036,b60484296
u80874682,b35307029
u90303198,b54597883
u42166306,b98844131
u06447899,b84930917
u33315764,b38422937
u18107072,b66908318
u77761098,b29576446
u57770669,b02373235
u37521061,b34348391
u78984969,b18722570
u52202738,b79994865
u13050965,b95822040
u45990381,b09419504
u84326043,b84395187
u29570663,b60875236
u74154133,b80632364
u79302331,b26246971
u69258104,b51839247
u66211311,b19830299
u32282996,b47771185
u57322645,b89040055
u23470742,b39664275
u24906720,b29392448
u58734065,b20537286
u94375853,b50453414
u05308552,b10206556
u54254718,b15268547
u07906741,b62240285
u72128884,b38352355
u86586216,b19892880
u45545047,b07133949
u08788044,b69989437
u69540493,b15764467
u99408862,b03839635
u90971268,b39664275
u52670570,b25737730
u67008938,b31670931
u74800369,b57316882
u46921499,b12526023
u19856012,b42749067
u68499908,b74821603
u93084549,b76473315
u46566970,b31988440
u68511836,b39898148
u60761417,b75100696
u55955390,b16231894
u72364380,b29180233
u20019141,b40598851
u32561405,b09365531
u02456486,b90354954
u89149123,b52467549
u51346814,b24054097
u69776507,b36754274
u94685335,b29802159
u55118849,b15090850
u81686813,b21557753
u26474410,b72818018
u77562248,b72926591
u55028285,b65905420
u25124540,b70940730
u09546067,b38122928
u97704226,b83638329
u61390499,b37643548
u71672269,b41047811
u80847654,b37363405
u66608873,b82757636
u57342675,b48197202
u59889044,b78407229
u53858299,b16918176
u57843861,b55105377
u28647393,b12821868
u33148420,b31687952
u30495798,b86889066
u15927744,b91712126
u56110683,b37068431
u45073844,b33849296
u36123598,b92631370
u93552924,b08545824
u04655292,b98430543
u67183425,b90171057
u93001106,b33391853
u34523543,b83328677
u04780750,b39398529
u09048822,b67017847
u93915775,b21557753
u32624615,b68456479
u89046970,b67204989
u25842819,b85717760
u39812404,b95511741
u19636190,b79928088
u57830157,b88947899
u78548634,b66664015
u91417091,b18378777
u66433832,b68605354
u18875634,b35526856
u09908903,b34681163
u12662095,b84098191
u68170127,b47854311
u50073297,b93745301
u97083188,b36701991
u89126329,b07683840
u87857877,b21398815
u00111518,b78275112
u80532603,b05376454
u37497590,b23420370
u08849422,b01899333
u78636586,b23760358
u56125369,b71794852
u92021044,b24365008
u11304856,b46954369
u36778699,b09101227
u28748704,b28801125
u75526039,b79253970
u89864876,b37246201
u31913916,b42065988
u93329046,b13298774
u52552770,b98844131
u40600699,b83705852
u08652127,b27069434
u92344725,b10302742
u49363032,b32288653
u58061624,b39837030
u83250068,b02823448
u20185646,b62670070
u58771335,b90171057
u19873587,b89745317
u18222417,b39238354
u02128810,b07161961
u31321045,b29802159
u26117410,b30769966
u99020810,b88941730
u10279266,b22070159
u50219137,b60950824
u21418050,b52842739
u85331133,b11179371
u72492389,b83439687
u49089502,b81974345
u34462368,b55690506
u35599324,b01544730
u00942320,b75517540
u27515770,b25847150
u92021044,b79928088
u48148827,b89248994
u13939311,b69110543
u15987031,b37351373
u66860171,b35407415
u92918332,b22760520
u18240284,b81292094
u66614629,b03407173
u16391624,b74929101
u97069025,b19822827
u31281547,b08233764
u93915775,b00191698
u55212488,b99503422
u05840417,b06594639
u22180745,b58947933
u18220179,b64538575
u27037204,b10567312
u59312574,b03442686
u01897410,b62883286
u09082826,b41863473
u09258420,b78420438
u66102030,b54878424
u19741182,b48534221
u15210221,b21997501
u68134676,b60484296
u39789942,b74821603
u20217709,b12526023
u83555041,b44267669
u89242628,b05568987
u77422280,b62008180
u56811672,b16720980
u80748350,b05231805
u21433672,b66664015
u94423946,b12986341
u64822594,b31671086
u34034454,b56751792
u98076470,b52929604
u42519639,b98789468
u09343094,b41067437
u45600149,b52929604
u67094708,b46139637
u50048486,b58821782
u38354489,b52955298
u47435641,b36143453
u72804214,b45498653
u15818618,b34105659
u06728914,b44849506
u73947280,b21893915
u07961255,b68297715
u13979153,b16792882
u12459097,b42283267
u66685714,b94484205
u38518899,b20114940
u23827357,b75366463
u65941002,b45357639
u64050451,b98309105
u45638255,b15301527
u71534659,b41341679
u64507917,b86254243
u30411374,b93745301
u75222064,b96067067
u86999716,b15193806
u15408558,b55461548
u17418998,b79083587
u70505556,b96067067
u24867576,b59459809
u21560019,b45609938
u87864976,b93745301
u75291961,b24644027
u56356445,b01035047
u73035373,b19778297
u12522342,b08545824
u83981419,b13116892
u97099172,b24413532
u64774099,b97528491
u50696116,b79816155
u79397163,b39941849
u13672690,b23285664
u84448456,b28344559
u09647830,b67165478
u94454195,b08268015
u29161789,b09041547
u49843389,b88978481
u56976216,b76329691
u67791591,b79815294
u65706833,b95816463
u30665947,b09049778
u20234545,b73906619
u49929164,b52929604
u99650678,b18378777
u67275368,b88947899
u79620013,b40650642
u15799498,b54791634
u65299580,b74356682
u19501629,b25174154
u36187024,b99513977
u37215839,b68461819
u64507917,b31024771
u54086461,b65754390
u07679262,b71271368
u72806034,b29802159
u34099137,b55984728
u05546673,b12526023
u92228553,b35202318
u01827951,b98817279
u09969322,b37068431
u60787699,b38337565
u14063048,b46064947
u49493699,b70940730
u25827016,b80070869
u15966640,b31988440
u52690550,b84248014
u32628574,b33091876
u27863488,b75100696
u54674120,b14632405
u13824774,b38141876
u00882770,b84098191
u07044619,b84249554
u18848158,b35620613
u26603113,b17187529
u08209473,b74167560
u15532276,b68986624
u44121725,b62349347
u27704644,b94296850
u65567300,b62474102
u01894655,b39501581
u87085401,b56879260
u46998295,b61252494
u79889744,b96921455
u05063808,b03114082
u28332618,b35765595
u44093559,b96192852
u37607841,b07831192
u22892814,b29738200
u56174006,b69647795
u16374861,b01052259
u14828659,b94907376
u24624961,b14109776
u72928644,b20498497
u06089446,b22507296
u25300164,b68998721
u49259546,b72160759
u39795907,b55111127
u00177161,b06167371
u28909603,b34755064
u68991027,b53423202
u86857833,b70016806
u94457580,b97219866
u64961901,b34162962
u66310181,b70155045
u92869066,b09419504
u89131359,b98630806
u18958490,b28190473
u37337732,b52485134
u46480228,b06167371
u36839629,b07857410
u34062801,b59304782
u54891799,b07378867
u47177222,b77508650
u49088604,b11752294
u08593695,b05978638
u04904839,b03456449
u94481824,b15574895
u55892878,b14338293
u21502437,b53220424
u61704881,b00524913
u49829252,b65216323
u50566922,b43561702
u18820271,b74821603
u86197430,b26315023
u15513648,b11338586
u80667680,b16082668
u90901823,b20478240
u36790148,b83048635
u84551385,b89720882
u03815866,b75378143
u64738765,b50851932
u19032773,b52648851
u52197509,b32970530
u74801140,b92635714
u52275508,b05376454
u97375148,b85321421
u01652210,b14547631
u45621658,b72243003
u97926215,b18610759
u58451714,b00745370
u88291114,b63603925
u59999954,b33935257
u40884330,b52172892
u68011389,b29505914
u69133482,b44488728
u46569578,b67957413
u94112906,b39989034
u00470140,b86785429
u34206891,b25808746
u26191910,b72278160
u62020653,b41341679
u37814436,b00608458
u32071485,b25108448
u22845714,b37466269
u28345292,b45401018
u43120066,b73098962
u54988183,b39916665
u60682585,b16231894
u98639066,b29316798
u73029652,b51018612
u03846552,b62008180
u00285597,b13716034
u00560531,b20144597
u36685534,b56466462
u77426864,b22242111
u89187525,b25020940
u36343397,b64843954
u12422839,b68526080
u95605340,b03714508
u09507345,b12081050
u10603381,b13298774
u34202632,b77101493
u71164044,b85635752
u08961037,b21170789
u44357621,b00793888
u67456700,b38461009
u24916413,b93244128
u67389536,b91709312
u77114690,b17585340
u46378774,b75366463
u25772184,b39837030
u84909851,b06167371
u16641204,b56337803
u40076474,b27179218
u14313311,b36185570
u97647047,b60788665
u71234418,b71271368
u73429286,b87103879
u22731781,b07812624
u93605580,b64813643
u20313666,b26138336
u81440289,b71927035
u89268927,b53507756
u35763316,b65629315
u30625099,b43107195
u88041009,b31362596
u86246372,b53545849
u94586789,b04374540
u43443606,b77201589
u03822182,b69804449
u79080026,b74303154
u16326249,b24054097
u20554005,b17718695
u25616324,b13481909
u31686106,b10567312
u24566323,b06439034
u55400943,b26937304
u99012769,b04493477
u62502789,b89572033
u15030259,b30331659
u41912045,b07695631
u24891567,b73123610
u89213962,b25745524
u42644458,b88947899
u04644185,b37823595
u05509310,b32553243
u45159912,b35202318
u87392647,b76219626
u96139876,b22475341
u75779213,b69294942
u93657105,b34953904
u04911557,b47764774
u86144558,b96921455
u01681287,b41946425
u10443143,b69989437
u11589829,b48177176
u27482571,b62061351
u27291677,b15439387
u04501947,b36231626
u48506237,b25321754
u66211311,b88375829
u28345292,b81323559
u57036026,b02496048
u34732423,b73703618
u59126727,b00490633
u16162002,b42347987
u60129428,b15103442
u11915055,b31362596
u53171521,b08282158
u33299743,b36265270
u85882320,b40151793
u66282775,b82195188
u23363654,b83749692
u53501276,b05568987
u65776682,b08004121
u70475220,b50384790
u03826674,b25485861
u26233692,b57283428
u58532590,b78275112
u67150261,b70014102
u32075276,b08268015
u58796019,b84419405
u61626899,b12547338
u20707055,b97253350
u82630635,b54597883
u61595641,b82148195
u84308719,b17741315
u55509158,b69647795
u40486334,b35526856
u99213638,b04362379
u52506216,b44944170
u38665249,b40128170
u28242564,b95835140
u49729340,b18562445
u60554054,b06167371
u00920057,b29802159
u91015550,b37889001
u81609700,b27787131
u81773614,b66908318
u07542512,b44108993
u85538255,b10567312
u24875976,b17717628
u50040085,b00722811
u24176281,b95822040
u40672181,b45039826
u47217173,b79462608
u70920514,b29576446
u14772856,b38519248
u54365851,b19822827
u98576989,b26924525
u78313203,b18378777
u99768422,b83439687
u74850751,b78457511
u52776620,b52929604
u81317301,b18378777
u22239737,b67165478
u20245485,b09116351
u85741551,b29822502
u48602719,b22879567
u71506103,b58973293
u23303543,b23089015
u30844214,b03812811
u54460128,b65896428
u50479672,b62822410
u67151107,b07378867
u98250390,b26940296
u63262183,b34348391
u46799902,b19867465
u85111195,b48751579
u76182140,b05776993
u46868540,b86376623
u21034541,b88086544
u99295785,b29451564
u92409956,b40650642
u33404846,b30090936
u76357280,b56751792
u34916253,b80970834
u93515874,b07831192
u52088233,b12091978
u00539366,b92068221
u76525475,b34010134
u57901388,b96783065
u05291493,b44711938
u52123040,b23029053
u21859054,b32727723
u46362168,b82853645
u21013700,b08545824
u30012825,b87328001
u81232945,b09399885
u01800405,b83051108
u11121176,b33774668
u57715603,b38122928
u25866990,b27839167
u14656342,b42590814
u77634279,b10229286
u66587217,b19956230
u06791102,b49553867
u03438228,b71794852
u95966592,b65667329
u28647393,b36010435
u86864433,b46271044
u30009512,b70319465
u65106397,b51191220
u77334889,b65411088
u81847417,b24810886
u97055798,b08349503
u15156309,b15354652
u80896796,b34953904
u17475395,b14632405
u34144135,b03047230
u32752379,b70139295
u83786740,b29543216
u81828113,b52736396
u62689724,b25774226
u30222108,b67390269
u88946459,b51334378
u18032465,b25097462
u72347081,b02994747
u92183965,b39916665
u61764833,b21557753
u30454175,b06313374
u43294363,b86376623
u78191596,b91418854
u46983279,b52172892
u71124320,b69294942
u30509085,b66908318
u91585390,b36312601
u37814436,b72005521
u84985185,b93992548
u92127840,b66021131
u52063428,b79124168
u33299743,b14888446
u26280113,b88487078
u56808323,b39903678
u78732946,b15764467
u05270212,b24276994
u19413990,b06167371
u46509376,b29193193
u56177520,b08545824
u37236630,b89436866
u57364683,b48621017
u04258796,b30558713
u65793333,b62975669
u51070421,b68763841
u80351548,b98954571
u29380614,b37351373
u15862056,b64726393
u39915694,b06167371
u97894041,b70912031
u54448284,b11734216
u14270374,b40128170
u70092269,b60613242
u76712934,b97964357
u92277367,b44944170
u20142543,b21398815
u39201858,b68605354
u97986816,b33837750
u22317433,b14632405
u64774099,b54878424
u13805912,b66800493
u36568372,b38337565
u69453224,b96689309
u94996650,b18562445
u36386147,b59818681
u58577923,b12315103
u33529170,b08180481
u57170775,b92899961
u26571599,b27179218
u13420738,b21283109
u03347869,b23029053
u17614225,b79619792
u21071412,b30307775
u15179003,b23760358
u98826935,b39738718
u47536982,b01428640
u69644058,b70680443
u11644181,b98954571
u07740439,b29896978
u87649919,b74929101
u43267586,b45445418
u37485722,b60788665
u68414734,b88562055
u87375213,b38240457
u60788842,b93402493
u80878862,b45762926
u74453956,b76329691
u44930551,b63984685
u34031931,b71185712
u38923892,b00524153
u63574380,b03272721
u95332391,b29199360
u17853860,b52485134
u97365321,b11256074
u08679598,b13222925
u73947280,b30188578
u46738502,b01248119
u43195417,b15854967
u43022151,b39916665
u71103068,b15534810
u61041581,b83439687
u01268040,b29802159
u99402672,b05231805
u83859518,b46312782
u22693337,b40310976
u43911585,b81651581
u53518202,b20755858
u28638418,b33638957
u83929385,b43392556
u59714574,b00629748
u33764056,b79928088
u30192879,b06320395
u62880121,b64898087
u81394968,b74960873
u33364550,b44745371
u80194871,b70930132
u66762742,b20219571
u09095710,b61139235
u35701429,b18147526
u58056528,b15439387
u67788379,b90746212
u01386124,b62470547
u67358986,b91418854
u86146389,b35202318
u78476305,b95656028
u39940834,b60484296
u68354995,b54640325
u41836228,b03272721
u96581646,b31687952
u58532590,b36297650
u29048480,b79640364
u71672269,b05819688
u44905681,b03671144
u11734336,b61005749
u16270856,b20144597
u36219718,b31475886
u78638951,b14338293
u80842334,b79815294
u14603989,b19212305
u16364343,b02766522
u97057769,b75366463
u41622770,b25020940
u73929420,b58947933
u57311360,b17064684
u52408308,b74214703
u67073389,b73712332
u32579779,b81323559
u06601591,b26315023
u12381126,b63603925
u29452212,b41550515
u85378616,b63671773
u04106949,b29998162
u82618403,b78288340
u20615210,b49991872
u71168005,b90052069
u85181803,b04670551
u12639658,b57937614
u80262622,b16385735
u77615917,b67030393
u58883921,b18530260
u77898248,b57276379
u79317494,b79230811
u13677665,b65522865
u13473560,b84405755
u18187187,b78647061
u45492252,b34532370
u11951463,b29802159
u45094749,b25321754
u82378694,b58309225
u72609255,b73121339
u49008219,b07611214
u85603383,b88947899
u34328676,b52485134
u00830784,b88947899
u49654961,b30331659
u40905485,b83439687
u83822592,b17585340
u23052441,b39183217
u46593302,b14569834
u31026156,b65013689
u04065071,b80070869
u31426959,b63401500
u58925554,b25678098
u28930102,b79994865
u56127064,b67474210
u15210784,b66191127
u66875289,b52172892
u07418091,b73005358
u52782549,b34240968
u66390724,b11997124
u45101319,b06167371
u52078593,b29452634
u14148597,b11752294
u92811191,b82148195
u14703048,b28995195
u52902033,b21557753
u19691864,b42920311
u87098177,b18562445
u29650769,b79253970
u81287895,b81268070
u15210784,b00524153
u09245585,b08157430
u47614464,b28801125
u08770637,b56123208
u07152890,b46344425
u09608578,b91648936
u23167749,b70664431
u93551085,b16647118
u27270201,b93418350
u06818023,b60484296
u21332587,b04222499
u90068416,b71606543
u99573627,b18056133
u30892229,b69294942
u49429812,b45675681
u75894145,b93745301
u32824283,b87295708
u93235322,b07378867
u08344325,b60802544
u39714726,b42439444
u32494501,b11689530
u51555364,b51986055
u26700182,b55461548
u32738192,b31815290
u26141907,b83048635
u09902033,b95835140
u13664086,b41706804
u41506989,b98155674
u47527394,b40598851
u61045047,b68957069
u37211173,b25784330
u24732693,b45092905
u12618636,b60142959
u64390767,b57528832
u96228824,b56337803
u13473560,b05372439
u89740675,b75511430
u85894700,b75852622
u82397227,b27710508
u45690694,b67584295
u40026320,b48544437
u24814590,b05819688
u24863978,b68787383
u14357571,b30815378
u25272098,b34953904
u88291196,b50477077
u46997228,b31310601
u50872236,b45651575
u36159470,b80506673
u90539723,b59558025
u66047335,b24108456
u91081550,b93625021
u61213393,b29738200
u43780528,b40598851
u21866865,b11752294
u93400866,b98954571
u09343094,b25413123
u72772985,b77444164
u80222985,b75511430
u05118111,b69598867
u02694395,b37848013
u71259313,b82838854
u95320523,b88182084
u18096140,b58821782
u72942332,b39916665
u73363481,b40333735
u93123375,b45742756
u47674590,b65216323
u22415566,b14399843
u01500329,b91361163
u60685446,b15439387
u87851036,b97444387
u18657357,b34681163
u55319680,b96858988
u03623907,b15869276
u68354995,b65216323
u56721037,b36766414
u98698146,b27818520
u19373484,b80730701
u64921673,b20048021
u86253566,b90696754
u76549142,b78565713
u09546067,b63603925
u90014763,b82682340
u76745887,b63791555
u58612117,b32970530
u49906594,b03963971
u40728797,b18378777
u26949491,b58973293
u97936282,b56939495
u49892026,b77265663
u18904346,b86788370
u48968096,b09049778
u22000720,b33110278
u01448631,b63791555
u53602301,b16404249
u61233409,b26688492
u26988846,b98545244
u91179151,b10086821
u59122160,b25036771
u83409680,b79253970
u90048210,b55042554
u20686120,b23986868
u85338154,b00158867
u11757218,b38030355
u01935413,b88934153
u72095767,b78275112
u42842059,b94263614
u42710982,b46006537
u30797380,b21578202
u79982500,b95150186
u18419216,b06073707
u43889475,b36742728
u80816974,b59038427
u47481150,b14632405
u13662259,b88562055
u82287635,b39989034
u15278759,b39216951
u49989478,b89115141
u15893176,b08004121
u12976819,b06313374
u54460128,b74821603
u06037009,b79292237
u94941744,b26937304
u35738063,b55994348
u58155898,b34532932
u75985077,b74821603
u32333997,b56105038
u65878317,b33796246
u58944461,b56779366
u57068929,b95822040
u38169557,b83075214
u15369054,b05994307
u35042241,b05938893
u61659671,b03407173
u85224660,b04820955
u35383464,b14780202
u31351971,b65411088
u57312489,b40845464
u32554338,b40151793
u33838542,b15722276
u88516444,b75608185
u78865788,b35765595
u29083609,b57528832
u26550736,b59592572
u21441981,b79994865
u85221282,b57528832
u53538715,b64124445
u17616714,b57704283
u15304336,b40598851
u40811244,b79253970
u16950081,b08545824
u92347620,b92830722
u96936548,b44640513
u43386412,b76982320
u42735635,b79975924
u24364162,b09365531
u62896683,b37068431
u32499117,b34755064
u20324124,b19830299
u55554858,b04721713
u41516289,b27096444
u64965360,b86678940
u68491613,b73625213
u79728709,b80534742
u81769131,b33153583
u15002870,b86788370
u62980270,b24593494
u59495625,b64898087
u18590232,b08349503
u89362634,b22522904
u47357610,b88978481
u78494608,b06167371
u08770637,b26138336
u62916901,b76981983
u13757684,b48933583
u51395872,b80286008
u36932520,b52217488
u94277211,b07812624
u76299169,b16792882
u95320827,b35051646
u66851789,b12526023
u95227637,b65933939
u92831631,b42977080
u95072921,b20071798
u14067213,b56105038
u80929953,b90724246
u96545272,b96980363
u50675877,b78275112
u47295465,b52503900
u66017890,b73123610
u11190442,b76693158
u25272098,b70680443
u63788204,b31988440
u79728709,b29802159
u45326470,b66379670
u85085361,b25811713
u43271501,b09399885
u01749144,b57106359
u96825032,b54313457
u49495919,b62670070
u78140738,b21546847
u09297553,b94454893
u47560435,b68725737
u92278115,b48335940
u27832322,b79292237
u00417370,b80754115
u59143919,b80754789
u64229986,b36766414
u95736883,b25342608
u73299189,b68605354
u20136228,b41094724
u35384435,b26464727
u55878619,b04222499
u02867788,b20537286
u70227852,b28801125
u59418120,b43329233
u48256585,b51332181
u77862968,b06167371
u69463066,b40598851
u06098825,b81900502
u06134167,b98844131
u41801572,b29451564
u46915701,b39614912
u38373407,b09365531
u94281399,b31259442
u76856745,b21065796
u09436506,b06167371
u36258882,b51735088
u45055903,b02603859
u72189214,b67165478
u87640295,b15192631
u49824878,b18610759
u90522208,b23932487
u90753474,b52736396
u66049895,b34953904
u26962877,b22652791
u67576383,b36766414
u30838587,b36312601
u41722913,b76473315
u09716118,b63025840
u02789107,b44870768
u62812120,b23760358
u76366682,b50581040
u75172282,b75073897
u25694047,b59032154
u16383790,b20280920
u00598061,b43253694
u88452157,b28745856
u32780354,b15193806
u62277236,b81471826
u68581168,b31988440
u86228751,b43253694
u91636607,b93198882
u54838683,b27702770
u79044208,b56684869
u50418565,b58973293
u78935255,b38337565
u55015137,b09049778
u34858488,b46315640
u88256672,b95080493
u61998161,b27179218
u42745974,b07831192
u13963273,b03923117
u28664062,b61694785
u94038052,b03074604
u22132644,b70042652
u73967279,b48823275
u24440577,b24793954
u98436986,b76329691
u36640806,b34740941
u24605443,b17187529
u36509933,b29013369
u39315672,b61139235
u06097164,b62223240
u89675329,b95021405
u05066637,b47854311
u07647283,b66823721
u64322464,b39081955
u12431882,b21674268
u11941607,b11516322
u73193984,b25779761
u82557599,b43610120
u37096974,b82148195
u54422856,b14888446
u69827194,b81250182
u69463066,b89572033
u87744255,b05271936
u07040293,b08349503
u32674867,b09777918
u29365221,b00524153
u55684307,b14425206
u18331679,b07378867
u54388597,b39738718
u89782516,b40598851
u50501650,b28404273
u65287109,b27096444
u97430237,b86785429
u94861664,b25725931
u66079860,b22475341
u81733782,b00629748
u20874046,b56466462
u34767637,b39088089
u55660385,b58169611
u20472155,b62670070
u67757877,b15595003
u79706959,b71294015
u96905697,b74477062
u33869045,b48279541
u84978470,b82682340
u13418915,b97197433
u80074101,b22242111
u01331349,b56718292
u51145518,b93244128
u80894064,b87263910
u28488526,b04222499
u98404128,b98196499
u38026191,b26924525
u54397811,b39941601
u60501570,b83439687
u27891897,b13055413
u93861156,b57429125
u50613001,b32432906
u00078388,b45451059
u78969163,b82148195
u87613722,b50070819
u45470770,b95785803
u80467110,b26302840
u45583685,b19953221
u90784225,b42311828
u37761260,b90358141
u73638441,b29998162
u70088434,b49991872
u02224482,b78275112
u51519740,b63610747
u38678248,b06167371
u68064573,b83278802
u04847210,b20500336
u42668594,b19867465
u24064688,b86480331
u05378267,b73939527
