userID,reviewID,prediction
u77355739,r70788666
u10138350,r25318487
u23645746,r73272767
u84938309,r49963744
u62999851,r15942295
u76413030,r66162441
u32239376,r18757161
u87581284,r64515016
u65204990,r93948395
u44221545,r18690461
u64488589,r59030323
u36739412,r53459968
u23870903,r42091579
u51558425,r39576701
u12863900,r53777980
u46651475,r03333682
u72358746,r88687683
u75654841,r24481845
u13480711,r61876763
u79506749,r49395315
u94372462,r90209268
u83278468,r41532997
u50472067,r84419394
u03221899,r13156964
u22961243,r58469752
u82077275,r39957113
u22311449,r01453836
u73425848,r78827972
u30412217,r02223964
u23343629,r86063896
u48441905,r53411368
u44186384,r06768466
u57181321,r26746679
u81562723,r82534306
u08800547,r38760468
u65561832,r25165964
u86098537,r96027873
u69594569,r26034302
u19654836,r54541311
u42502589,r39240158
u95995417,r44683331
u50675877,r39317554
u29696130,r31030791
u39714726,r66266676
u49234878,r81633773
u40213725,r07788775
u56580120,r29138129
u88018118,r70299823
u35591222,r93264492
u45037834,r16177740
u60322250,r58829552
u23946458,r51874847
u85498482,r05917438
u83362609,r34736380
u91308399,r77459880
u62546263,r34428592
u59058732,r29490758
u32772118,r15390448
u56257886,r42747900
u68465636,r27944134
u27242219,r09401893
u76464317,r66815726
u11499326,r80672295
u34093966,r16904084
u17235540,r84202805
u35181650,r01253032
u63872568,r12897663
u07030880,r11059036
u41264521,r78016190
u82588962,r89188696
u29704059,r95707985
u53883463,r44967021
u94778410,r31069140
u47672605,r90948990
u34511327,r77139065
u60167358,r78998630
u24642095,r18463085
u35616689,r89477737
u60516529,r59027607
u81988406,r99166496
u85443487,r55096422
u71350819,r19085296
u09173114,r92057359
u76515864,r26776703
u64308186,r06486660
u83546675,r49478271
u48349223,r48860477
u70439938,r10800550
u47224610,r85942553
u44714843,r21109651
u93097153,r65744897
u87359939,r21655262
u57069986,r92671351
u76247775,r42656092
u94153362,r08540863
u93393748,r94543157
u34964666,r66658017
u69460250,r99973053
u22956247,r02476207
u63121742,r07924505
u10166291,r38578833
u22905938,r85112602
u50445977,r52633230
u08281863,r11775622
u55812469,r18251476
u21126202,r80263904
u71938828,r61671876
u44781996,r71488296
u02458662,r93114047
u64250012,r10218789
u01262792,r02712156
u02068006,r05156917
u42218407,r86086804
u51382213,r28031712
u53355933,r24976830
u34087601,r19363436
u03014803,r76241224
u89407073,r03977575
u13318634,r40467641
u48659285,r14993700
u73653601,r93349514
u90423572,r57703206
u74725256,r73516012
u97062451,r73776921
u14167232,r45038180
u74452117,r75938125
u73227850,r31575203
u59111194,r47226819
u12428749,r46014164
u12054420,r60369822
u56775932,r93945747
u63992526,r92571011
u76103211,r93893778
u94262893,r06665703
u41251589,r74579226
u05870714,r06936808
u02526628,r60544729
u91609906,r31761824
u28297584,r41098040
u07134392,r80676358
u57812716,r16353376
u70692044,r14145478
u34011121,r78535346
u69446361,r07019662
u90222534,r67435251
u72517519,r46133220
u45759876,r55759455
u70312210,r84068574
u45907086,r69229764
u47540285,r92489470
u66417657,r72836280
u28033066,r22744404
u27045454,r05139259
u90331407,r97614941
u84005837,r62903072
u70553153,r66121747
u53665097,r79953812
u84631025,r77511266
u62384181,r21450909
u41506989,r48457797
u32318063,r81538576
u81083408,r25795911
u99663319,r63114777
u13029096,r74681610
u19350669,r69816924
u60247091,r06756853
u99927460,r33974487
u34675786,r50111923
u29171488,r92442385
u47266199,r02632514
u96109864,r36617759
u33271291,r17534399
u69456859,r35857369
u27463807,r77046556
u97764037,r90023988
u38834715,r14854054
u73093162,r79527933
u52240432,r43753698
u18783413,r81422332
u26442408,r14638791
u50168293,r21919447
u61371671,r64765232
u87522415,r40013054
u32867525,r54097083
u72904754,r94962438
u56912735,r68345194
u57181321,r59942741
u16668828,r17705481
u43209015,r15181216
u71356379,r16436393
u96635387,r95617369
u15640055,r75824190
u36072492,r29810950
u20239644,r30889538
u57146295,r51933260
u57803979,r48400457
u66114046,r71926809
u07914828,r21503831
u96753476,r95379964
u02128810,r38367403
u00253569,r36060082
u68515363,r94821910
u92944764,r73577539
u32377317,r99811022
u95928069,r28235079
u22452383,r25941502
u76310368,r53048905
u14741983,r55388546
u52332883,r61866233
u03383608,r29216442
u96858961,r92652240
u15345101,r32045167
u59631924,r47671562
u31885698,r12582558
u94204849,r24754397
u81231885,r34327676
u23259336,r78133601
u85402389,r10778935
u76139851,r93476925
u06826335,r52451501
u67951484,r79883845
u16549789,r78303007
u79191032,r09979542
u72107204,r26848466
u86689101,r02494428
u34523961,r08574648
u39564930,r86662461
u79568554,r89916771
u38029826,r38535176
u85224393,r05445888
u65685950,r61143385
u22232268,r39234532
u83558255,r05640183
u05894526,r44911354
u81749251,r06786697
u04508362,r19747011
u92784656,r24214074
u90079725,r17439570
u20117024,r60528282
u51258442,r71709498
u80898628,r85453647
u79096198,r93150132
u47157019,r11532224
u78146792,r73938365
u27032306,r86358175
u55629312,r30641829
u87490714,r94873822
u54167004,r85511555
u64759378,r54479629
u05080297,r84084532
u40248166,r20370982
u94117229,r00611920
u01824655,r24985959
u93011729,r90237034
u54865658,r32644360
u20788814,r74534036
u67041085,r02689782
u81774611,r27010933
u72585997,r94697852
u57146295,r45650709
u60906147,r18168430
u00522184,r37110057
u32508777,r01765519
u21436745,r08032591
u61451961,r03319289
u27242626,r15489747
u09508276,r50865978
u07953045,r69994839
u70511179,r94873196
u88842273,r52369303
u69203707,r00178300
u59712656,r46301437
u54360171,r90228243
u68130884,r29595509
u16603075,r45055589
u91775597,r53395755
u39411559,r31598532
u86074593,r85525343
u68828192,r31850533
u40415381,r91677077
u62597306,r69854966
u38635285,r65407751
u99185443,r77058043
u55660385,r79145561
u88229797,r10720117
u41269370,r79153583
u00353499,r21542716
u57137624,r31521074
u86704532,r55227006
u61600131,r81185974
u09809505,r13306709
u74698217,r91044760
u52868356,r09902303
u91530638,r32978933
u54552776,r98357936
u54287546,r90045583
u36319382,r65054262
u51687849,r31812524
u79913900,r59103104
u49320729,r27672121
u00344476,r00355508
u86774525,r89564522
u46837585,r51089255
u85582059,r48301635
u21810252,r49902458
u76696672,r50318949
u45396945,r58771814
u60712150,r81309533
u40525624,r49009885
u54509969,r96282661
u54735730,r50318801
u15297259,r64522786
u85308978,r70883659
u68236248,r28613379
u07898708,r63765380
u35958911,r93830607
u48490315,r80754843
u00399739,r93976334
u59625469,r92929751
u71649562,r22749121
u51549003,r33120032
u04844087,r16887103
u42941286,r69833299
u84092884,r98639069
u38246323,r10902954
u73068204,r89883784
u47004566,r27158073
u05174399,r29298054
u45789558,r49201965
u36753650,r20455825
u02329664,r31862752
u21755840,r05497179
u96239667,r81407962
u71064962,r38305290
u00955850,r02967145
u87903797,r55895342
u79817589,r08736001
u22827984,r79135590
u95730625,r78976056
u45759876,r53848821
u72785308,r94785846
u42256758,r12485141
u23125708,r87528671
u40531961,r05599852
u51171803,r23985588
u35609377,r55129754
u47782809,r95732404
u27373638,r77253855
u58577923,r57100854
u06072415,r19906820
u14152594,r91427124
u86776933,r68366204
u82397645,r05040277
u21347143,r01829055
u85146038,r91032727
u91780901,r04441896
u48874438,r93328505
u66168673,r03247971
u75634888,r01780849
u79943160,r21684600
u06576641,r10334207
u89083664,r16397558
u31919402,r29401262
u95873350,r06130245
u59169352,r03644778
u46749112,r77384730
u15046619,r57931112
u16003192,r81247364
u34964666,r82203854
u37598860,r55208011
u00071195,r15247824
u86689263,r01715048
u62551801,r02833094
u18892770,r81753043
u35599324,r13662157
u31727949,r33414534
u57830091,r86570009
u81905544,r96800832
u33028123,r47637310
u73784443,r25676947
u10343976,r10382271
u79641923,r57660770
u71303770,r56073806
u80573802,r54681733
u75388768,r32546993
u69142516,r70843647
u43974077,r66026051
u10234936,r10442959
u51265334,r81804588
u92330862,r97210549
u62489135,r96936698
u73121952,r33173432
u80694033,r47552138
u31125806,r61893618
u37422888,r74957697
u37844070,r04393721
u35441885,r57217527
u91297555,r08176695
u28421063,r74214202
u58666851,r19116336
u57195900,r72188232
u25785619,r17203336
u55823782,r65882372
u93815456,r33576147
u01830373,r86162450
u16925354,r74318824
u34048635,r64781811
u47624661,r36777514
u88737197,r81487851
u94738215,r18504616
u73839372,r69199359
u35996577,r42378641
u24850880,r66793887
u62736483,r56452387
u49032154,r90281655
u76620388,r16780400
u06551776,r96393905
u08632221,r98696508
u03683135,r70264357
u17128826,r98000567
u93742298,r03219273
u97958926,r42694241
u72048114,r74328027
u41401744,r43623343
u32128065,r51430730
u04187143,r16696289
u20762338,r82980645
u58821975,r62361202
u64160511,r79311718
u16414846,r54244933
u47147408,r27098896
u09125817,r24785545
u78269484,r55817012
u26086772,r50905558
u41944547,r64781135
u17668858,r06406069
u87085401,r60303836
u90240930,r56908137
u74452117,r16561653
u81036539,r78767289
u57710527,r51084492
u62396086,r44611534
u43070572,r62572071
u01722202,r69378880
u59032568,r55096085
u36727035,r42347883
u29751357,r89323702
u99651460,r72758214
u50186015,r07933514
u28835177,r25803328
u10913810,r37079522
u60501570,r92087959
u06511135,r68029067
u35464916,r83159260
u29190247,r82032802
u33286781,r29523274
u72946262,r91170176
u92968410,r16987060
u22603658,r72459636
u61102047,r90868162
u55622960,r87511769
u77694841,r53568680
u28663433,r14348895
u82018721,r45843443
u98744407,r67379645
u04761513,r86785559
u88910590,r63011231
u64334398,r41113605
u37553683,r24325641
u15849538,r51838607
u90177285,r58693961
u51300685,r01869442
u03865460,r97530369
u70121028,r78697183
u86727177,r60125316
u37689928,r83516235
u35973467,r97910920
u40246365,r78343431
u30272061,r78721436
u67440431,r56623143
u00522184,r05039367
u02526628,r85949720
u55621816,r96605857
u47965423,r37063401
u12911571,r69972568
u58305759,r57577539
u78431357,r53605386
u15046619,r32024146
u56784695,r62673607
u99639588,r80774489
u16578659,r89386754
u93845045,r34545121
u13036738,r91851091
u53932595,r89240569
u49482966,r63286763
u87214864,r10083225
u21212133,r88504495
u86078184,r53701741
u22320707,r25880913
u93803429,r18145468
u99879513,r04506841
u04750562,r71816449
u50482962,r17313946
u46999125,r80319526
u00073095,r86778126
u68263366,r13721226
u85860725,r08506362
u11123286,r67834298
u22589744,r67564470
u71671810,r18542912
u30786776,r71978471
u54542442,r38735115
u48533823,r32190968
u86776933,r80841485
u83856372,r46378695
u70057710,r15445927
u90217256,r00598202
u38538798,r71411854
u95227698,r32951920
u43417075,r21861308
u67834649,r93754226
u95024734,r79735859
u66554547,r77998840
u67182639,r29125826
u80415080,r89164240
u90178203,r30974567
u38590656,r15386318
u71234554,r16975769
u03641483,r54088320
u57789548,r87902559
u84280661,r80217404
u17964789,r63977678
u11695345,r95811609
u58561900,r94149114
u54876936,r66747674
u81749251,r27888724
u06544716,r28151434
u57611705,r97260559
u86879951,r31377307
u42377932,r93411924
u86485102,r28403899
u54804253,r19824595
u69744445,r95678472
u49435534,r25641669
u72353631,r25391538
u24246901,r46980921
u70850518,r71141983
u38054230,r39304269
u70319134,r02693761
u14689089,r39348058
u18287961,r44515453
u87605058,r41424990
u57742112,r74333473
u82397645,r87770809
u49319971,r47317951
u00107996,r57215206
u01781520,r18008121
u70232593,r71966651
u19848851,r57419116
u03016100,r51253021
u76215636,r94950856
u57424380,r41651527
u45971239,r05042277
u21212133,r42371282
u48835536,r17487094
u87240384,r09829330
u98234059,r91179612
u40158287,r06806914
u81542683,r58010758
u21522491,r98056204
u67556692,r65579862
u11923605,r79383246
u63230691,r67695797
u73477689,r23250946
u76928935,r86575778
u66453832,r17635182
u72070034,r47765251
u06913028,r25479240
u12012170,r54778819
u61827666,r53663562
u16740819,r48050415
u79780647,r05829161
u85178283,r65523285
u13497995,r67223334
u03117166,r11353786
u88341642,r39784524
u06562986,r77190348
u23291791,r70337969
u04035076,r82144361
u80549294,r76470916
u08384830,r08845914
u12774240,r31266346
u34973784,r10000296
u85489455,r09145415
u52719732,r48419284
u78834683,r21130198
u15079738,r86468001
u41531497,r66993722
u33506972,r29926345
u63815459,r69927760
u31695408,r38713847
u10138350,r03222340
u96706966,r33402806
u88797614,r46443516
u18783413,r65737569
u48512006,r18638639
u24603613,r64507850
u35608649,r03703055
u22814281,r36664577
u84197180,r83868550
u46113924,r31850548
u14315119,r98039148
u14016176,r32812162
u78055897,r17126046
u81053522,r10007219
u18466045,r34550965
u90679371,r30304876
u07464583,r27414536
u38198183,r03995442
u57891081,r42076045
u11630121,r42999356
u82280870,r34392275
u70019262,r84406552
u04988037,r51687538
u74075388,r96933993
u11084873,r48463224
u97062451,r72754923
u27225826,r33949353
u54377774,r50762221
u39641308,r87246106
u50274493,r00323604
u22072123,r90785520
u82746947,r89167037
u53123237,r00035013
u08224008,r72894905
u84284557,r60672007
u14057455,r22385131
u34778799,r34219340
u77397335,r35850622
u17639992,r83972647
u55567748,r16027947
u65108948,r57272777
u76554964,r84396710
u20749328,r74811100
u32040339,r03672836
u03469101,r78143085
u51474974,r28176225
u83221111,r96701778
u73894427,r72513563
u77083327,r82877017
u15938489,r53049187
u28894790,r11281031
u17757431,r97987552
u58824691,r21877343
u02801793,r99582632
u92717567,r18066957
u60854291,r07554861
u59464457,r24752154
u27359329,r62648891
u52867239,r57221479
u75273501,r03448299
u15610034,r33737137
u02537418,r85621804
u03329198,r87569869
u63288443,r96515925
u12014028,r42692410
u47102137,r78413703
u29985731,r67364399
u05213892,r54414384
u57302939,r18456964
u13712254,r44879710
u47545922,r55272955
u29015720,r43852294
u72104964,r50752374
u76339743,r85279375
u74915793,r48127253
u72519422,r55658602
u90771671,r19586740
u84667784,r98450905
u06904176,r43803828
u23565635,r91221573
u39107113,r02573791
u84717288,r74147619
u15152789,r08388723
u46717006,r02916404
u91050971,r96931017
u83396764,r35475519
u75350243,r86795754
u01056711,r49331824
u24808370,r20618170
u95369525,r37724351
u20762338,r74805621
u10125317,r16933615
u77163422,r15301844
u54193094,r46492423
u55567748,r40512067
u56862380,r69000171
u86893446,r80148359
u37591795,r86473545
u58949761,r46034001
u86467476,r61594627
u13480764,r04236422
u55301898,r46463899
u06345746,r51373606
u88160149,r42045532
u88413799,r48509936
u01241390,r82548375
u28837256,r74411886
u47322798,r09747744
u09359094,r40429848
u54215759,r73192335
u03864688,r13378569
u27689431,r36527912
u36911755,r64404753
u82485244,r08109221
u30982612,r45458679
u99794893,r10255392
u17197985,r12181693
u17629413,r42962863
u17303239,r34117750
u62122614,r81849391
u28298880,r51697445
u49388591,r88539107
u91038580,r51676656
u23285160,r41722467
u24080147,r48513043
u01114195,r00227200
u50163382,r45453888
u62603454,r26548645
u85861481,r54172933
u43457290,r39967347
u17428292,r67533631
u80277189,r47456690
u21325396,r34648539
u92381825,r35423290
u39039120,r79466793
u98325644,r23305949
u13780257,r75263350
u14958641,r94747254
u84030831,r09057889
u06377720,r24831098
u37012620,r00924091
u64330794,r47085421
u62600234,r60735160
u13670496,r91699535
u56014175,r25520142
u79627047,r48764616
u76203177,r05981001
u36104855,r18284999
u72376293,r01083349
u41231258,r28534638
u21425365,r69802086
u74570916,r70110488
u04965247,r21984808
u25307268,r71383762
u03429069,r68771316
u03326323,r25952178
u87354973,r34351294
u93756125,r36797620
u23373927,r41890287
u97428926,r36290928
u75082774,r43350175
u62567203,r75889263
u45260346,r83925985
u51324650,r01425446
u25616859,r82763981
u72116019,r75216585
u42428714,r90986203
u12593328,r08448037
u78314553,r45782871
u34497823,r36957049
u06212755,r58026230
u34467072,r19581280
u23716290,r33437635
u83482529,r37369086
u39537588,r90363080
u29924019,r07325302
u47629413,r06858225
u33725937,r61736209
u10978438,r49433234
u44662993,r72205372
u75670678,r73863627
u13663783,r83110332
u33723847,r47457841
u35095227,r58756036
u90149141,r48058799
u47654439,r42457781
u14746398,r94719715
u96105012,r50070635
u68011060,r51444823
u59904267,r70755927
u42367116,r59418504
u34174131,r96483550
u25528162,r24083796
u93119936,r07176371
u08310983,r25981533
u48554978,r16551793
u72640176,r85653118
u66528655,r91860840
u60444499,r02905222
u94687181,r42941509
u49148943,r42493370
u64074251,r60175959
u29281456,r36606240
u96216182,r17980304
u67519507,r34223248
u98822220,r76148851
u02160198,r77804284
u58067558,r86087142
u88431972,r43095495
u78198844,r39417595
u97823297,r43997147
u70167903,r01335580
u53672545,r85874310
u32289754,r27606431
u56304766,r02496513
u29897790,r42215284
u74149250,r83211564
u40826726,r96048032
u31328567,r89381391
u22558019,r48252724
u56710358,r55436691
u39427052,r19121194
u92206515,r72789234
u80177769,r24314945
u77801001,r92979989
u05546673,r64428584
u14713988,r97903037
u99542855,r58838812
u13386576,r40798630
u29916040,r74202158
u94862336,r67145611
u18302628,r19338780
u60860170,r18316005
u52600065,r66584875
u33151348,r85713966
u81562723,r72949197
u23127123,r03286233
u07985436,r49754468
u22523803,r86092003
u29370635,r52631141
u24979322,r68862058
u00638856,r14469060
u95798305,r95476621
u42214992,r33800187
u64506062,r29308748
u30844770,r07882866
u73026153,r65674576
u95894697,r70488413
u55184997,r73333122
u64530240,r80283214
u39329396,r83183975
u24445797,r45410757
u51766563,r52792719
u47252389,r69873293
u13780257,r70967694
u58785961,r53610252
u16367091,r72787769
u46382257,r14029907
u25411617,r27829362
u89558839,r27427627
u71765338,r45936560
u96571585,r27160739
u34837210,r17744042
u32755667,r08743420
u83499960,r98978861
u29312493,r61515177
u55273027,r47378296
u99654483,r91624336
u15001827,r04970050
u06988309,r79459822
u06967473,r66321288
u73133730,r08888399
u35688016,r84180253
u44329563,r54042675
u14674255,r10362309
u56539495,r25083012
u62871695,r83123459
u44284590,r75313570
u52211839,r74148591
u78882632,r87417517
u79268369,r67600245
u27414821,r17041638
u47937380,r40618100
u99120786,r37473624
u75046461,r67161860
u75644963,r48788044
u91615153,r23606926
u26611423,r94494037
u81056319,r94968005
u98984430,r19076965
u92859312,r85156863
u45545123,r89426590
u53392773,r24825597
u30797350,r32971752
u19544692,r10897337
u88105124,r35681050
u34367682,r29108632
u20400463,r56017180
u26564131,r02575343
u51002106,r41333492
u03780720,r70587643
u64106611,r56213413
u64118755,r31312573
u65444010,r44010151
u96745059,r84916871
u96623968,r53544211
u24483466,r54933426
u03371659,r70877544
u50972483,r18071142
u12911571,r99559048
u23084137,r38075991
u44748895,r95538550
u88299119,r19371218
u67460405,r82230903
u97755492,r94341680
u07431017,r94148600
u41621944,r88900357
u41885128,r67447194
u89155824,r70861495
u71860485,r83768167
u27924132,r22234918
u12325653,r23498571
u73946762,r85307689
u72013681,r14149919
u37687618,r48569048
u12642480,r79089619
u94668432,r12191805
u16628081,r09904894
u18486694,r25031700
u04158403,r94484984
u11049092,r57575427
u15700462,r26212640
u08957255,r73448035
u14506833,r94756415
u51725744,r24583884
u71308434,r57123084
u60485848,r33775786
u68572462,r56460875
u03781217,r13028492
u23593217,r34681327
u88984072,r73433729
u70519087,r44052622
u48627184,r29689594
u34598742,r93307192
u46617446,r45439024
u13440214,r17822212
u57303935,r55154448
u86219212,r30880436
u51278573,r01041088
u74874053,r04732557
u38636579,r82295660
u17638998,r57513545
u36931706,r99124622
u21164467,r46077401
u01762745,r70038613
u41976877,r65551970
u76249496,r60132943
u33460799,r86531027
u80573802,r49327186
u44766934,r76736691
u76538008,r09285233
u76239148,r92419283
u56522306,r78605907
u02297222,r07468607
u73498128,r61591128
u92717329,r37955470
u38389076,r12401737
u24475235,r89685610
u92386847,r97503989
u64886860,r17292362
u88874763,r60846332
u80102034,r20430219
u30663887,r09567605
u77744839,r12123524
u73236874,r71943451
u53944069,r49639666
u85773811,r50393382
u87617160,r48281087
u24513133,r92860710
u77325563,r34543444
u71806085,r59948162
u53913468,r85694911
u01016820,r84372771
u83955736,r82530265
u83879318,r98107478
u28226448,r27993566
u36780271,r35141175
u82823328,r31945501
u52163170,r26758589
u18238233,r50946426
u84185449,r58765396
u13069911,r01064952
u94192396,r37657010
u28026689,r53584419
u84000860,r59773696
u85031715,r24370587
u36426476,r61860005
u77589850,r32247326
u96571585,r89248638
u81709459,r38927757
u11177738,r58291856
u46165614,r63067108
u97841862,r91355836
u57073202,r15520004
u45778743,r73703293
u17728095,r16509541
u26131898,r84938299
u37119228,r95804816
u07695723,r61357289
u10679384,r77537794
u77229365,r89950983
u83632440,r83456737
u33521229,r37353559
u07079654,r64926406
u22044634,r04734137
u54082875,r57262528
u12504844,r22045502
u69258104,r66011216
u60104698,r92961095
u99429356,r79174085
u72716666,r98105786
u06878014,r26453142
u69821830,r64923329
u87585815,r31119619
u34676894,r50335199
u85084155,r01903200
u09576648,r84326973
u04168438,r63872759
u65602005,r41863740
u40572500,r47665095
u86731578,r23834559
u67773723,r76252660
u27140728,r75926862
u73804701,r35695444
u39411559,r05765316
u46768596,r25301866
u63836398,r00608872
u28390347,r14059369
u90831713,r24407324
u00395657,r39658859
u26625239,r86887002
u44448592,r23826957
u20239644,r77987501
u89808611,r21878781
u47654439,r73700685
u98535966,r10035551
u14411020,r17214461
u52318385,r73279134
u44761660,r35821911
u35286587,r82228516
u22072123,r38663123
u73136113,r26706727
u35898699,r53366646
u87310525,r91241120
u82325621,r66396090
u92428465,r73858768
u66762555,r78881692
u23490774,r93585652
u67920172,r56006223
u80189640,r47318067
u25857124,r16494365
u93194891,r24246348
u72124100,r26963010
u41109401,r22708262
u79828234,r19010196
u78174017,r77700027
u34576905,r71335345
u12807993,r06587818
u33058552,r77053713
u33653164,r52680236
u58834952,r77119127
u32743032,r54067206
u12911571,r01874194
u73685507,r21123528
u70833404,r60538425
u23903615,r28858619
u00817322,r25964191
u07455855,r53381449
u04032042,r26942875
u83090596,r06070389
u22286786,r33439497
u17881071,r95885888
u67181265,r17472432
u70799637,r22107582
u71349619,r39038621
u44284423,r73222862
u92916958,r59406016
u30358229,r25076246
u41730008,r94376455
u57217911,r04443556
u56062714,r92313541
u41580441,r91974048
u68393920,r44895725
u65775984,r27890518
u94332579,r74960625
u21930149,r02388468
u63830048,r14611038
u98734214,r81905158
u94600159,r26697057
u50255880,r36051058
u65675553,r10682197
u07016673,r64559163
u65766360,r89077423
u12581800,r29017021
u28857851,r51217694
u86846430,r86554943
u13156020,r07790873
u51831329,r92135107
u57725637,r75819826
u64067949,r96781608
u08694885,r17400692
u53774515,r39192938
u62708075,r69882715
u76001197,r68850158
u96774336,r67347691
u37384868,r25725913
u15270840,r81491375
u21981142,r30946337
u53249707,r88560291
u09664670,r70688223
u21473724,r67817412
u18095352,r83850680
u38246323,r35167127
u99125037,r88042128
u90257184,r81366284
u49069943,r45583680
u57619999,r34809667
u15270840,r87136950
u61761093,r46834287
u18488623,r01461826
u91512599,r00793126
u25513151,r76610525
u36914194,r93757648
u22822818,r78049640
u91384897,r25824430
u86571880,r84274984
u93353024,r93149594
u26972841,r72030771
u41686522,r76748385
u42382923,r19720573
u09396927,r31350432
u37513475,r03191825
u79439335,r09400969
u89035774,r79217653
u72151025,r17312304
u08863730,r19873272
u02893863,r13619147
u48598528,r14967634
u71657868,r92937997
u08907378,r61387417
u46983279,r29076973
u12638846,r92113157
u81282364,r13983995
u64628004,r51447262
u81975478,r07454458
u66593463,r98536854
u03794341,r70958730
u86530275,r33895727
u89020118,r52476606
u49691780,r59323069
u19563991,r70583933
u27057097,r46583892
u80083395,r16276537
u37257617,r49348147
u02904107,r46762633
u71226818,r38370752
u25063270,r58371302
u81076453,r44589756
u63781947,r06503757
u00243272,r15503877
u85773811,r02097364
u04037905,r73894530
u88599731,r22259822
u84515103,r39407716
u50692600,r61557475
u09901231,r31823972
u78005761,r30521402
u43873908,r06803145
u59726619,r34528131
u47322798,r24406430
u33376497,r08889563
u03671855,r00904501
u61922157,r39541736
u27930660,r75511229
u14886188,r93399007
u78446579,r18586869
u71684739,r93486130
u09670849,r34927797
u42271110,r30719596
u12026484,r78252746
u19730961,r80365522
u29433222,r71909463
u28689452,r43445513
u06087225,r66290873
u43059668,r27908842
u01442408,r10328930
u56012711,r50331305
u36715659,r23268808
u74009956,r24162388
u07620245,r63256450
u56639638,r82520034
u50942427,r39428601
u61645156,r88713642
u49650580,r50014724
u84842416,r72228358
u82475023,r47845818
u33156692,r81678915
u36596970,r90321890
u48405092,r63083718
u61326244,r50039431
u62657971,r10800045
u32868723,r24926225
u60814873,r98588378
u15365484,r34421380
u98405201,r93465438
u32645352,r03008277
u15731434,r77667558
u09950057,r15535046
u23514968,r07211360
u14057455,r58079864
u89848643,r40751570
u92284983,r04337141
u31056521,r69551459
u75770119,r43382645
u73085695,r78719807
u28675870,r50512140
u18405950,r19008201
u33346101,r86691284
u24341650,r59462763
u94468941,r20461209
u16030772,r28796465
u95227698,r73871076
u20047959,r47567923
u95698847,r92894487
u80604758,r75644142
u13848741,r72923964
u84178748,r88011603
u96047750,r01443814
u82052953,r58037474
u60893385,r42354122
u43329787,r71274919
u18250537,r91072594
u59963845,r53429479
u28491307,r66124022
u71110079,r89168472
u65535601,r90621833
u63197328,r71559583
u10211216,r82852355
u34678626,r28153246
u54186141,r50595215
u69446361,r57158130
u91795648,r00939475
u26316465,r21390181
u31451485,r79108488
u66029203,r70474893
u39443503,r60112970
u24747135,r40331954
u18238059,r83581594
u98682643,r39130860
u83334377,r83285844
u26225979,r31072385
u77358358,r18134660
u70191411,r21819583
u56770124,r60221833
u79498433,r93940292
u62027312,r97688687
u27061081,r82032122
u35666304,r46975270
u25916164,r80175157
u88176882,r46946933
u87214864,r90244262
u14780116,r97469423
u62406716,r29068476
u09216373,r35912909
u68396257,r57757255
u09508217,r49157905
u67977781,r21895817
u98637178,r85258671
u16440587,r25913169
u18067741,r60929440
u36383240,r67856184
u07532047,r47621955
u24414750,r31038348
u30232896,r30922094
u65686655,r49703932
u15814929,r80384751
u77320728,r03192174
u13400619,r15200962
u00534751,r63891639
u27576136,r85792001
u80875718,r06176679
u48822983,r69876123
u93467213,r27554077
u97081300,r13753094
u61355886,r93471882
u10723176,r29291576
u30734391,r99171876
u13861078,r14278991
u02926588,r21068943
u88109710,r14382853
u14947106,r48510132
u29464845,r01502835
u36756632,r92987255
u03312951,r02570630
u93331399,r86280958
u42403386,r73864448
u28345292,r65966483
u78756110,r28105765
u66870506,r03282108
u04764574,r53210851
u02678459,r29033654
u33130744,r98978265
u51840013,r72114865
u71877263,r13276388
u48487311,r21863996
u54421549,r80896496
u93168283,r64946264
u10827092,r31069906
u86201854,r26432452
u54605260,r13251287
u47536982,r74286100
u92717567,r33739118
u14775636,r63406117
u12504844,r87903412
u88962915,r68484411
u60280040,r94708483
u40626461,r53789821
u51496101,r17101992
u72097666,r40522251
u96860166,r13860227
u15533296,r80221079
u49339494,r53901459
u68629394,r86799474
u28720733,r89619211
u48886557,r93007218
u85545171,r92125698
u99223858,r17956107
u26901233,r35609018
u02496653,r42225237
u26306026,r98588214
u20030083,r84180678
u35714826,r40208494
u22258044,r63374723
u40246595,r68534150
u10260204,r45476956
u22877024,r87591772
u04988037,r21571212
u04878421,r97653554
u11177738,r71895513
u39493189,r85464971
u69422415,r64278085
u68583795,r83715257
u78191596,r47998189
u51037785,r39410251
u93137408,r97294061
u61480809,r65942245
u34916253,r44270168
u03983686,r78067773
u04703570,r38490511
u53292514,r63805021
u81287895,r51726546
u82574897,r12302105
u73528797,r30140590
u61701884,r45707617
u38863979,r53629969
u76586136,r96960090
u97491363,r50140027
u31876852,r97088768
u93466963,r51175687
u84422615,r03111025
u05792177,r28389052
u03435718,r75030190
u88822775,r54261993
u98112605,r54171740
u12081505,r48737858
u04978009,r30184357
u91585390,r65216761
u27204623,r77533161
u02507792,r70371148
u89773583,r88906410
u10433841,r95320890
u10401457,r60389206
u46300124,r10648228
u34039035,r17653141
u72505203,r34406791
u78550924,r93140244
u65779348,r92514759
u98453717,r70442957
u63990488,r39011616
u89460269,r24654983
u17258033,r15760628
u15036293,r31959662
u71118655,r00216209
u35383464,r55663375
u39888755,r53983367
u90099988,r06783327
u94707981,r59801797
