userID,bookID,prediction
u37758667,b99713185
u93496791,b64737420
u43051065,b64278334
u92071605,b46904727
u60593746,b72070828
u27924132,b03074604
u93515874,b07738636
u54772224,b29328280
u77076759,b32620141
u66597629,b96596885
u20175628,b59624169
u13742567,b60500282
u72204551,b67894914
u98735021,b74511960
u89457816,b40809211
u00674852,b07631811
u08543148,b41907233
u91367050,b86376623
u73886495,b46888254
u45141426,b00278122
u96521438,b23711476
u58426790,b96054347
u07418091,b12204510
u28814231,b94484205
u69502371,b78359727
u34367497,b89324149
u77092496,b72670162
u60494967,b82785620
u25224872,b81323559
u30644325,b31475886
u01996740,b30908060
u55254325,b11016043
u24732693,b77521434
u87047502,b45708783
u78590143,b86607865
u24997897,b83548765
u82104078,b19972772
u81453823,b52018372
u09299901,b30769966
u82887129,b01232926
u32554338,b19822827
u68621076,b68605354
u01098180,b36231626
u39576547,b18362071
u36467886,b84792068
u81787594,b65119844
u38710387,b14362802
u43595179,b30448324
u14229467,b67496062
u92194707,b00447967
u46547872,b95023786
u93176600,b86376623
u23632588,b57283428
u70130864,b59575230
u85679240,b15595003
u63061239,b90796075
u27398174,b44404562
u01693462,b98624493
u61569100,b27096444
u84204790,b09049778
u46228008,b53813950
u47322798,b43914262
u53904374,b05819688
u12236678,b90696754
u38198183,b70395682
u87324265,b88947899
u87916260,b16859811
u64180998,b82975079
u35966352,b04873655
u31111593,b98676746
u43595179,b69761665
u51060214,b21432553
u81729176,b89115141
u08077947,b55720130
u09775652,b77708719
u92896065,b68009767
u48449144,b43107195
u57478950,b44393400
u59807838,b55873037
u93114867,b42634152
u02890572,b91130757
u88646949,b54860296
u64476968,b43697974
u24520689,b79124168
u30625099,b70930132
u21037888,b78138072
u08977199,b05776993
u72928644,b12960877
u78024272,b99881367
u93090057,b73121339
u56547842,b17741315
u32554338,b09979253
u02640111,b46302737
u33360666,b33268229
u59344445,b60484296
u14648189,b74443023
u11538951,b43722165
u91797336,b24276994
u21279779,b26940296
u01137563,b80959413
u96781147,b60829133
u46290104,b34261873
u81769131,b37365730
u46482059,b60484296
u23522781,b53220424
u39201726,b53555280
u74427616,b75573131
u37010365,b45704835
u34317841,b88934153
u89457816,b04627067
u40141157,b71381724
u41625965,b17689018
u04459213,b46888254
u51410403,b57167994
u35377400,b81672135
u03047800,b37539465
u03624982,b82148195
u08344325,b01194020
u87032804,b73035810
u01202500,b85416756
u42532766,b28801125
u38196432,b60584705
u34388414,b80102793
u15136728,b80479144
u06900861,b15103442
u31048152,b18610759
u40217896,b40616012
u45935397,b94989213
u69730614,b96064020
u28824467,b14160521
u07300884,b75995832
u13330040,b19909879
u74615612,b44108993
u30504243,b63774401
u54882813,b09049778
u93114867,b46312782
u38418998,b59273187
u13418915,b68333766
u49692108,b88785299
u04472363,b58404382
u48132788,b03144368
u20396071,b53553907
u07077753,b14447652
u77195309,b09614554
u90404463,b81770974
u88096373,b91460271
u82509305,b93244128
u26624423,b44491912
u82710976,b36699592
u59354254,b98514694
u97872966,b97302773
u59070515,b63702370
u45977223,b02100449
u50538730,b40598851
u18472108,b46577652
u42265200,b09158223
u92644589,b80632364
u99065128,b72860992
u80523404,b82148195
u57843861,b80160832
u24380014,b17187529
u38555828,b13170936
u84132279,b70139295
u75114233,b59575230
u19072842,b05764551
u12467518,b44915069
u09665635,b92460150
u74791329,b71037596
u86603284,b38333313
u34899198,b33381231
u56985158,b59908724
u88310523,b56248149
u37378221,b46139942
u25075347,b20358707
u93778585,b08772988
u92438140,b74356682
u49970986,b18939723
u00367504,b79253970
u82098620,b78990759
u66326180,b41387160
u45290546,b07812624
u00088373,b07811476
u42965097,b99335530
u75165296,b64278334
u85964203,b93314367
u29730076,b04663186
u43943536,b73113066
u60775907,b34681163
u23950689,b12288445
u03795661,b39183217
u76876687,b62616243
u62305048,b78540784
u77780266,b50284484
u31125090,b22725026
u30633912,b50384790
u91525735,b50869133
u27930660,b54620720
u40301706,b87284015
u85290778,b43916544
u97402642,b93740496
u23076606,b97887852
u47101856,b07142228
u15728468,b66191127
u64334398,b00943731
u07024576,b44944170
u59126727,b37823595
u37849373,b50384790
u04275712,b49709344
u53135701,b02386156
u27912098,b51375738
u01560407,b81842498
u50906387,b07738636
u90152363,b37068431
u05346946,b91143227
u83675584,b43427576
u75084360,b91561409
u07152048,b34755064
u23083887,b24941696
u81793387,b91414261
u26861742,b38399229
u25005896,b85462814
u02224482,b85483140
u52265824,b68713172
u64196499,b78008834
u64715856,b70841152
u87219062,b38217497
u90362429,b17906067
u75105891,b33356360
u67254919,b70594592
u41481259,b93745301
u35921362,b58335280
u45593712,b05100373
u78402681,b54844775
u46515946,b25562792
u51334959,b44178132
u71504121,b83789266
u02634444,b67474210
u29914551,b80160832
u92319339,b48621017
u09316389,b03093107
u47116508,b21546847
u71277850,b40128170
u95030396,b15982933
u77007821,b72493607
u63938718,b28564198
u97687464,b12526023
u96486339,b16845663
u98825270,b81323559
u05050893,b15038153
u23583378,b87595890
u50040655,b23837234
u22776526,b84521557
u30069721,b14081542
u92604009,b68095123
u21958146,b29505914
u90003353,b04792699
u56729729,b63951782
u71076488,b14632405
u57427272,b25649279
u49328949,b31687952
u93015121,b67550881
u47252808,b85903526
u15340275,b11973257
u34106422,b10161001
u50786785,b41402498
u15465985,b10340684
u70832023,b57283428
u12373379,b81310554
u20792456,b76152231
u08396953,b65163696
u42317649,b07378867
u23414935,b36072132
u77381581,b24413532
u32166934,b60500282
u02463919,b30807429
u52239846,b41797390
u84473749,b66409189
u93459297,b67550881
u14613069,b07892193
u57180109,b22242111
u64987083,b14013270
u94517827,b93251796
u88404641,b33110278
u77626932,b05372439
u30012825,b45157835
u78647159,b00654647
u48148827,b88805343
u30219538,b56550745
u30882122,b23544153
u35888656,b08349503
u21516675,b12501556
u57180109,b65896428
u82303431,b78180005
u13116044,b59428284
u88847878,b59127097
u26932698,b80871817
u24382558,b92889205
u25952793,b39989034
u62121449,b96308014
u70285172,b65163696
u70639429,b74929101
u92515797,b14547631
u14379793,b11460236
u21883260,b79253970
u48314390,b97944425
u48721871,b51612619
u03654805,b93748381
u69842138,b96218574
u47020475,b41708308
u60355119,b72059663
u38364515,b15644590
u78591328,b74437612
u18795173,b46006537
u25604026,b97371893
u67765498,b71694691
u17333107,b34433636
u46362702,b28894194
u84878562,b34552168
u56464476,b42903412
u57780431,b02880533
u92278600,b63796693
u40818252,b14115711
u41894232,b77508650
u94010999,b41790290
u10653795,b64858692
u04187692,b25678098
u55441960,b09399885
u21013883,b55111127
u37113013,b11516322
u81691883,b48550082
u67927839,b91658325
u13654853,b73980899
u28272093,b44898213
u76517104,b70526041
u72699912,b99052377
u88257812,b88947899
u15645713,b38423594
u90257184,b49206518
u78422730,b53467101
u59981645,b53423202
u33666895,b46105299
u07019733,b70930132
u55434503,b99506468
u86324996,b44915069
u77426864,b66019554
u90615357,b47800807
u53200667,b47346895
u92644589,b53813950
u59299351,b83214492
u76435061,b91130757
u37078522,b13408974
u27709398,b51986055
u11953539,b85416756
u71038531,b23760358
u75522963,b21617094
u22118071,b06642675
u23632588,b12315103
u25169646,b34722438
u87361094,b85405207
u75024489,b41642382
u07679441,b70055485
u62654307,b64410001
u06086244,b65816300
u36051526,b72175033
u60308898,b32462937
u07440501,b53115340
u13929782,b88597012
u25179928,b86214899
u03016100,b14476018
u10584862,b52039642
u50067861,b59953121
u02742084,b35067156
u03629197,b76693158
u81581541,b63993683
u32724523,b29073210
u73973011,b60875236
u13597624,b24756739
u61896213,b85242986
u99143146,b89230504
u64032100,b07278059
u60570863,b50453414
u83116410,b67584295
u71340711,b66994950
u37099144,b50606069
u00678229,b50127254
u19357278,b62853608
u44829333,b56235815
u42559342,b99502898
u57952793,b89126781
u91330169,b79253970
u35075430,b39613729
u01087420,b00653768
u91084194,b29802159
u67094280,b39398529
u12063022,b95009595
u27416391,b29998162
u71890522,b50109072
u40481233,b69472393
u62772540,b13363712
u04844640,b33076549
u10119060,b27289602
u92899534,b54174734
u10486680,b64523850
u40593389,b03671144
u32995208,b33076549
u38627902,b06167371
u31246389,b75608185
u88569844,b95995217
u83926401,b79975924
u73604953,b81210317
u09567237,b07826964
u12807309,b01544730
u68543613,b19830299
u06377720,b47096249
u82533227,b59383347
u35275394,b53321055
u68807049,b54337763
u20429895,b70715493
u55151260,b30090936
u79889744,b54781444
u26491135,b78180005
u49972117,b83318812
u96163915,b24232915
u41216327,b65832906
u80712308,b23378256
u45707540,b10017690
u43309851,b26138336
u03036443,b44883412
u07796423,b88375829
u29284135,b61430045
u71534524,b95681382
u56554596,b69432530
u07019733,b23702363
u00451291,b26354292
u87597523,b32521851
u47608832,b33091876
u06577124,b05568987
u43246576,b83321131
u39300040,b82924906
u47511622,b59248773
u88344994,b30241917
u55878619,b75608279
u38226137,b57608002
u92644589,b18363826
u05871517,b14632405
u06595199,b68993797
u71008515,b15461905
u32946603,b39183217
u69132266,b08914583
u94454195,b20500336
u46567769,b41706804
u40519029,b21231766
u46189372,b41876913
u87891022,b32155979
u90286635,b16225914
u29110876,b95302782
u95991736,b09419504
u35627231,b75608185
u65135412,b27530747
u21214511,b63774401
u77413236,b77594490
u11953539,b65216323
u81632612,b59887116
u66921345,b01415306
u10665625,b67584295
u55893226,b19113128
u31048152,b91095194
u44002129,b51621095
u05516835,b27702770
u98054543,b56779366
u13042828,b92992853
u15819380,b20664798
u38986308,b38461009
u11131720,b38214177
u07559250,b28729257
u13494007,b24593494
u86984744,b13408974
u84412390,b55677900
u58451547,b89407369
u04991796,b95835140
u95235784,b41341679
u12774240,b36742728
u76588263,b11752294
u88855120,b43232732
u68538088,b64926766
u65640952,b25896797
u98184686,b66443954
u91614054,b99981162
u65922169,b85321421
u88632301,b01035047
u81084340,b32476884
u52606858,b75622933
u43669094,b32187785
u54913471,b18562445
u72815133,b20751261
u90912294,b87068336
u77961926,b56915887
u34797075,b42749067
u51282896,b15869276
u87624748,b70055485
u41532707,b81674283
u78313203,b89948845
u82237145,b02853730
u05853222,b20812505
u87003981,b62853608
u42558060,b01645723
u38319314,b63702370
u91319080,b39903678
u26025358,b22475341
u19565331,b11186242
u88404428,b92242921
u89944010,b80952577
u29559943,b34158298
u01791407,b00283572
u33319859,b54499051
u50550166,b91705934
u06695596,b01338628
u72392993,b46823063
u83396364,b52633024
u16713777,b93009446
u41604785,b42283267
u85312280,b89141222
u48660295,b42027204
u50858659,b15624545
u99428744,b16955253
u49234878,b76757424
u20436075,b74929101
u38221320,b74034094
u48854466,b38940690
u94569979,b82853645
u59656304,b92369977
u99090427,b52842739
u19436747,b88317943
u94920009,b22146898
u44771911,b08164374
u27319897,b56784042
u76213981,b56105038
u41495070,b03719723
u34698189,b58607054
u23313148,b74511960
u48045008,b09049778
u56265479,b28182987
u55037664,b81841546
u36240429,b26138336
u67675117,b83317292
u82117181,b11997124
u24985109,b85383394
u70122119,b08899763
u93448198,b80934346
u90522208,b03671144
u85577626,b59887116
u80532603,b46823063
u07775049,b97444387
u80896796,b28341367
u71133221,b82301487
u00451291,b29841106
u31174338,b99090886
u80039956,b70016806
u83321539,b86788370
u72996246,b58086783
u57177424,b02496048
u25150350,b74034094
u22635990,b88461301
u80262622,b52596260
u11361239,b40596344
u60658206,b59940707
u93219005,b34345328
u21929772,b70912031
u84090515,b76757424
u28103686,b95269354
u70417652,b07811476
u96905697,b51347961
u63313813,b89407369
u66607513,b94563022
u62888057,b54043673
u81506030,b81932908
u43246576,b60050919
u08882012,b29193193
u91301456,b24603978
u04764064,b34532932
u49905988,b15354652
u98722116,b94406818
u14519088,b11016043
u92511535,b18413581
u46192389,b92017783
u11698628,b72304066
u42050086,b05994307
u07287018,b00793888
u24422920,b98933284
u19935373,b31365966
u23560103,b19733783
u20513462,b39081955
u03063924,b07933557
u34188874,b38461009
u37153017,b86031709
u02873207,b46271044
u40271177,b82853645
u81766379,b06167371
u79733921,b88136526
u35194479,b80724538
u64520146,b70434861
u63727108,b00654647
u28886749,b33470089
u39982171,b37561328
u45044610,b11973257
u52123040,b12800020
u68377666,b41334945
u29110876,b57999561
u62398789,b67867561
u20598558,b95144835
u05848987,b62282738
u71092881,b23457095
u01693462,b71827801
u72091507,b55719416
u69167162,b98844131
u15656403,b10567312
u51099028,b67877559
u58244910,b50384790
u67792966,b27727441
u79993549,b50146386
u91330169,b10399391
u90912294,b80952577
u56494158,b30188578
u23390841,b40303211
u34261560,b56105038
u72901701,b15301527
u03876907,b17741315
u78422730,b30050733
u28661278,b04763192
u44771911,b22335641
u11953539,b09123950
u79423217,b34162962
u32468681,b64295985
u42489618,b91361163
u15136728,b58654737
u24313100,b62853608
u22892814,b80225628
u28674355,b26138336
u65686655,b24500781
u34472410,b97008173
u58044908,b94255468
u27861207,b72820731
u64398393,b67584295
u72571330,b87263910
u72005470,b55547269
u01247883,b60408189
u09450959,b08004121
u55836453,b19363346
u53083704,b73191985
u92485541,b55739186
u07128663,b36657105
u05910977,b39903678
u68480379,b15490346
u56302233,b89361149
u21992632,b76982320
u82991148,b36766414
u53519808,b92786275
u41571049,b19867465
u18138422,b21013059
u34367497,b47831110
u79558973,b10086821
u62689724,b92563633
u15664343,b93936801
u34957828,b65540932
u08712548,b79928088
u06077031,b33243384
u54923582,b08116189
u08250841,b91229724
u02359050,b65061346
u03479819,b93936801
u16333164,b06313374
u52464248,b53423202
u00652745,b31215424
u76433068,b86889066
u56146086,b25784330
u84359346,b59160580
u84687488,b74609159
u46665641,b95269354
u24500253,b64672912
u72480838,b33781701
u01662164,b83689359
u36151340,b73035810
u87361031,b41662387
u35208984,b74303154
u56607009,b90089800
u82877270,b78275112
u03803342,b99570453
u20147182,b18196839
u77839767,b94610749
u90323974,b60107102
u94486693,b79792202
u83883318,b21458320
u51906182,b83051108
u69467295,b40650642
u89991218,b64124445
u13307341,b15682357
u52624861,b57254246
u94851962,b45357639
u78805575,b31051286
u81214073,b07857410
u17881885,b26138336
u67595907,b68924301
u41190300,b57098100
u51269516,b86859307
u52376392,b91868123
u95724642,b06167371
u43587809,b46024181
u94958609,b20928296
u22082696,b46006537
u04799494,b60584705
u59068327,b84494926
u28453511,b50384790
u71159455,b10525273
u45638255,b47321460
u57205515,b61743606
u58528081,b08026552
u64849153,b07013127
u01463341,b07855606
u28494446,b15574895
u38590150,b82148195
u00038474,b64538575
u32859467,b36688616
u22342990,b02061575
u40279019,b40784015
u40801254,b11179371
u83883318,b17927526
u36219718,b95080493
u79304505,b61743606
u33360666,b68959843
u82303431,b85316838
u86237979,b64588501
u50146381,b42853273
u72389427,b62546702
u70541488,b98823102
u94527726,b56621319
u46956832,b12022898
u60138529,b24756739
u61908740,b09526635
u39982171,b63310868
u33319859,b29738200
u48084266,b45092905
u05619835,b84494926
u79713024,b05280403
u44421421,b83048635
u87609882,b68095955
u68621076,b45708783
u86009687,b35202366
u72920483,b54866470
u99485548,b22204774
u59157479,b39126300
u93567838,b02981164
u71095681,b15038153
u76769289,b99069142
u10324691,b18413581
u15349638,b82924906
u48563323,b70912031
u32261600,b15642417
u52559328,b92133639
u64229986,b55106604
u53968656,b35020640
u79081695,b00490633
u84435683,b31189040
u22122241,b50454342
u22149190,b39081955
u41779809,b74511960
u79264401,b50025166
u86864433,b45151862
u94958169,b09202651
u68888758,b06885622
u55617305,b79230811
u93825940,b17187529
u76860820,b37823595
u76703465,b84718404
u78424225,b47632824
u51796076,b09150505
u40681266,b11516322
u55755379,b09123950
u07857830,b43699450
u03676285,b64222715
u23202274,b73121339
u95030396,b25013727
u21504615,b54549999
u58672251,b09150505
u92295412,b38519310
u48662364,b58947933
u55163096,b03135617
u12644553,b33298668
u22793605,b33550237
u98535966,b58245723
u36529863,b17906067
u95150026,b21546847
u49529188,b63622997
u04552848,b13716034
u73020427,b96783065
u53099714,b55479304
u16601991,b33192521
u37896181,b29520915
u05970555,b33781701
u28212672,b31582404
u47234441,b93241768
u67022889,b93711721
u26459580,b57176373
u62608231,b06766591
u41814426,b15432669
u46164243,b49970233
u29120263,b91516518
u20052791,b66261719
u15199351,b19212305
u87687063,b10302742
u95155934,b14304119
u92278600,b73733655
u60281330,b00278122
u77367601,b05231805
u18032465,b74511960
u23582351,b73534633
u16868890,b52736396
u27228339,b96783065
u61117799,b18610759
u47177222,b94467197
u13186809,b57914028
u54761702,b81250182
u24499403,b13274041
u51951892,b16859811
u03625937,b07045204
u24621480,b75852622
u83774146,b72835840
u67097567,b97696790
u96758340,b15268547
u86037421,b73807294
u25537088,b90515626
u00412365,b89324149
u32662335,b28885345
u69067657,b63286604
u48449144,b12846889
u54424129,b36794167
u45138961,b10078983
u21349418,b06781594
u17499045,b31687952
u44344893,b37365730
u48048612,b22785797
u68929976,b88086544
u98300727,b93244128
u26978744,b99246476
u61967247,b68832869
u58951127,b58139174
u95196001,b35051646
u35376679,b10206556
u78422730,b72097645
u88807479,b83278802
u59656304,b64282257
u69767558,b16046016
u82894503,b10136233
u05236366,b65522865
u95732443,b83689359
u01085858,b43253434
u59346760,b16200405
u20240240,b59124914
u10472603,b58821782
u70926261,b59207489
u96521438,b59160580
u59579597,b11342562
u87136333,b31475886
u85882320,b73176165
u63798214,b59881354
u09373929,b71977263
u96265430,b12568888
u46171578,b74504784
u41248531,b02278324
u07787942,b76107444
u77861356,b59887116
u26453357,b18851396
u10666251,b59032154
u98385002,b07855606
u69142724,b26138336
u68200910,b62592241
u23691805,b20287395
u88270018,b09049778
u65778808,b72795955
u01868257,b29751550
u28254217,b90421686
u47208813,b73271437
u56554596,b97964357
u84295280,b39912896
u65686655,b76254425
u61679916,b01571761
u23137128,b46139637
u79558356,b28981063
u67192406,b93372318
u59294214,b00083194
u76498276,b28546967
u19423120,b45000506
u12594094,b26385014
u59150285,b20231888
u66108479,b92635714
u15912081,b77881180
u33364338,b43914262
u22662189,b74821603
u45147799,b26539361
u82509305,b59222589
u09182074,b67584295
u11745737,b70065025
u73758062,b48867860
u01283146,b29288062
u89721581,b82148195
u63151912,b27543737
u77610220,b08777701
u81787594,b04222499
u98921110,b75489513
u05911509,b95511741
u36571297,b78402742
u29314456,b28404273
u07431008,b97444387
u26047782,b82853645
u82235035,b61143735
u86350764,b54640325
u88599900,b20812505
u71777377,b69989437
u60697621,b51573020
u32114573,b38828439
u42177790,b56105038
u23484539,b59845564
u81394968,b01899333
u21370704,b70680443
u39028752,b00840923
u52463962,b98654472
u29706917,b50127254
u34957828,b50932792
u48495596,b17586150
u04777461,b23738653
u37689928,b85650405
u31281547,b58444139
u87747271,b44393400
u91293339,b03996192
u00249079,b77508650
u10216126,b33774668
u67985506,b52455485
u58799861,b78156277
u69020223,b94594222
u82877270,b52596260
u18486035,b62282738
u70799637,b24660960
u43977847,b47294825
u30289132,b52929604
u09486655,b20344104
u41502586,b30331659
u12644854,b66841218
u38347043,b78565713
u63151912,b67351913
u79909732,b79956611
u34828590,b95113879
u68519573,b90421686
u33279275,b79098002
u33417953,b64538575
u79736122,b55125954
u92361273,b52729261
u09299901,b86834511
u26631519,b12204510
u50295549,b70664431
u55715507,b22475341
u19603373,b79230811
u64183002,b64424298
u85741551,b70413228
u17180588,b10567312
u49807544,b37402272
u28871970,b60802544
u14145830,b13481909
u77087319,b70912031
u12732384,b38122928
u81343818,b17155142
u39388048,b82906514
u28228328,b26138336
u98826935,b36030424
u97096868,b26783178
u77801001,b65061346
u65622041,b32974421
u61233409,b11726281
u56462594,b00786893
u35981363,b46006537
u67267689,b51211785
u81710512,b39501581
u06782606,b21184706
u64334398,b79462608
u18904346,b76107444
u02600265,b12960877
u31756932,b42046854
u34230495,b08171212
u08925078,b57446388
u92044571,b16720980
u67549432,b97832030
u02470494,b60500282
u38054465,b14207328
u15095692,b97760414
u48378023,b48377927
u38029826,b70319465
u97909642,b42504010
u12513149,b18503170
u01270381,b45954724
u16583795,b09049778
u94111685,b32288653
u98447354,b56779366
u59379223,b57603464
u85150077,b18601546
u16249603,b78614468
u21514922,b35620613
u77260674,b00745690
u21150253,b97302773
u81606584,b13517988
u69513370,b63791555
u20961224,b92928728
u25878857,b06167371
u95492814,b48860547
u88666562,b41355300
u90217436,b10567312
u27667831,b57999561
u98929880,b92869277
u50345207,b63271225
u95605340,b95511741
u43870838,b75852622
u35409605,b95023786
u53496611,b31362596
u01323344,b78420438
u16696399,b26073991
u42163780,b91430166
u81440289,b28801125
u10963646,b05331444
u43046000,b87541097
u83723032,b43173083
u76972479,b47318679
u76145861,b12691802
u33788026,b76305437
u81875522,b41094724
u68785769,b69867088
u99661042,b68832869
u00965281,b39574458
u49883591,b91758795
u60331535,b96415956
u58809388,b85713463
u53388284,b69241339
u68807312,b18196839
u38196432,b80663565
u36727302,b15274576
u77336378,b21546847
u12012385,b33763276
u14288259,b16199206
u32045089,b04853856
u10137361,b50346968
u85501764,b63993683
u21723713,b18939723
u45024046,b01335249
u52850036,b06167371
u11630683,b63652115
u20961224,b92010491
u25173978,b71497691
u87433680,b90008718
u59357268,b97309966
u60906675,b32971225
u06764569,b04797457
u91179973,b74511960
u71563738,b51371406
u87100255,b07828157
u81293080,b20655014
u22116996,b76470121
u35865134,b70912031
u21008173,b74002196
u81033429,b72860992
u66716289,b66664015
u53669061,b11726281
u22676333,b65216323
u99069642,b90745685
u37659928,b59918524
u72852701,b84248014
u10617987,b16665383
u02873207,b12083939
u13635862,b84257186
u96576490,b95800909
u45341701,b28563077
u89496792,b18851396
u59203860,b91747034
u48180012,b06167371
u95209722,b88977919
u27273595,b22915466
u69592349,b99629573
u76181448,b07811476
u91182970,b95835140
u24240245,b48636053
u10029113,b35526856
u93554407,b97397318
u53795404,b28182987
u64622686,b20005658
u89144204,b91499032
u22739669,b11687202
u82028229,b22592486
u71109632,b74437612
u59203860,b77569550
u76988304,b22439341
u38043397,b38122928
u74660096,b82757636
u96172285,b67584295
u78590143,b78647061
u46050663,b77978757
u80491755,b72572643
u09665635,b91418854
u71506103,b74646894
u39203767,b07746956
u76981283,b74504784
u53737584,b40513604
u58581375,b19113128
u54840543,b49302852
u29854347,b11516322
u18486035,b42903412
u15509869,b92959743
u98447354,b42989183
u49394059,b34246676
u18145700,b12821868
u45593712,b29505914
u85741551,b75781381
u19155146,b01335249
u19078435,b62307846
u61605977,b48368739
u18648616,b14425206
u82515184,b85153120
u06291634,b49495549
u67197156,b17858649
u18323646,b98552213
u36256752,b49553867
u82570348,b77049201
u11612500,b29208717
u73945628,b99948252
u71095681,b52503900
u77852707,b17525719
u12581800,b63408778
u71877582,b36072132
u80630692,b27230812
u16581860,b67584295
u13431065,b07831192
u87764248,b46018393
u21437882,b87492333
u99325698,b83135565
u14526503,b83317292
u69283655,b13744821
u95711768,b25847150
u09477739,b95218578
u92899534,b34681163
u33881218,b50508478
u52197509,b41640679
u39226275,b79253970
u67014079,b82785620
u85501764,b65629315
u16013822,b58245723
u25854712,b12986341
u00916221,b85741718
u96041445,b59958158
u43658390,b81969933
u67757877,b17578511
u07807746,b90814876
u94277747,b05376454
u06406650,b81969933
u04644558,b45675681
u11067390,b87030762
u45015223,b39837030
u10494602,b55111127
u76517104,b13481909
u28775705,b59818681
u64180998,b39938243
u08882012,b30292946
u28232079,b92820276
u44375150,b27530747
u03469101,b02559830
u11698628,b78750301
u88855120,b68651872
u99012360,b42507902
u23691805,b68605354
u82784125,b72377040
u10857286,b65816300
u88646949,b72488180
u05848987,b19838043
u37991172,b97319271
u74287423,b19687370
u19877516,b64062816
u17747950,b22138480
u35893415,b54878424
u62312137,b29802159
u76876687,b95505413
u14613069,b19879564
u92399335,b02624512
u61015648,b45692079
u15325951,b74528523
u51578155,b07892193
u95030396,b00840923
u57645884,b86788370
u54123292,b76329691
u52871819,b11179371
u54632797,b61386072
u92183965,b28063904
u66493054,b94563022
u05236366,b95056678
u13994934,b92598217
u98826935,b48942367
u99083512,b75817040
u23686386,b39916665
u40276191,b08164374
u31246389,b86886881
u39869401,b40171933
u67425035,b81059295
u36441122,b59918524
u16729766,b19867465
u03384038,b63811389
u02722863,b42227543
u47117910,b92563633
u90171128,b16568915
u95991736,b36688616
u08543148,b17504084
u62476721,b81651581
u77114690,b10260562
u72178323,b00524816
u40754742,b84216708
u60063588,b77016365
u51893556,b70715493
u95863507,b88754191
u33906012,b33711973
u88831468,b73029799
u88113247,b00524153
u00679468,b59575409
u70430385,b43038067
u11331278,b52929604
u99424893,b51735088
u03458163,b78504447
u57289446,b35020640
u23386360,b22242111
u09282449,b12975176
u66321214,b31024771
u63401231,b25142577
u52994660,b51286612
u59043715,b90421686
u58532590,b75219215
u61136435,b40598851
u31176436,b50384790
u18261021,b02560493
u13168714,b05472704
u92600262,b42749067
u94785663,b29802159
u99655082,b28651176
u61233409,b31365966
u18618696,b88805343
u86414303,b54499051
u30224193,b49297249
u31255547,b76982320
u99033159,b35202318
u51060214,b68095955
u92838915,b57937614
u65945202,b06439034
u55358805,b03579093
u88786626,b89324149
u13965954,b10302742
u98929880,b32589890
u88229797,b34111898
u09903045,b14632405
u78841304,b54499051
u85868986,b84249554
u60168919,b49494082
u51951892,b82301487
u31711074,b82237545
u92078966,b89449410
u96495609,b15998592
u82784125,b61652439
u86219817,b65222341
u89496792,b52499583
u87431060,b37638417
u21279779,b23267382
u52015880,b96367742
u57158497,b15682357
u17545098,b86356313
u92526989,b15179636
u59864954,b88740280
u94941744,b03303291
u26582786,b79791947
u74434478,b14476018
u65287109,b17652650
u09786902,b80294058
u81382307,b58888536
u59624503,b33867495
u76241556,b15218884
u06343957,b05376454
u02587634,b92596891
u04884135,b67496062
u77575444,b80954905
u29190811,b50634398
u95711768,b13368019
u98288561,b27702770
u24563524,b76982320
u24547087,b54771564
u53341989,b39941849
u88229797,b99995068
u43188614,b12920844
u06477066,b77331405
u58390138,b94020277
u93325840,b64859456
u18480183,b28926311
u14191803,b17244151
u18608818,b11721138
u18307554,b36503628
u13795665,b71663032
u86869926,b96533725
u74364434,b44887521
u40884330,b93198882
u40698612,b51406636
u30504243,b43865106
u59203860,b81171428
u06583026,b27155904
u72175977,b15595003
u70262521,b82924906
u53202708,b96661420
u55711959,b08004121
u61158819,b53876123
u03363697,b59207489
u18395998,b14247162
u88526783,b80524175
u31260558,b07991974
u09723288,b53813950
u05064432,b39125372
u07314483,b05154189
u66791677,b36688616
u59002495,b69294942
u42410613,b91561409
u39779531,b30307775
u84423964,b23369233
u96499886,b54851751
u64622571,b33846906
u82492004,b91361163
u41782494,b80663565
u47068307,b28493148
u38547235,b98516747
u74874457,b57631671
u34247346,b69164021
u25202157,b21742116
u54254718,b99803908
u30383100,b06642675
u95277084,b77932141
u14040015,b98971925
u23538254,b05137953
u15669611,b31577488
u37431746,b57167994
u93609110,b46312782
u98109979,b16024414
u95116043,b46139942
u96952209,b65411088
u32126236,b74687451
u28232079,b38211181
u42630754,b09304076
u20971066,b78008834
u25603842,b44491912
u37296160,b08164374
u00875227,b50258453
u99944945,b21221430
u38590150,b14504683
u08077947,b08545824
u89046970,b49324643
u81582137,b75706553
u21709312,b53229159
u21110986,b81452292
u37779538,b34240968
u03483380,b96192852
u51373987,b33860867
u90362429,b59109810
u65294870,b50316678
u09647221,b18469261
u71506103,b57528832
u06889894,b63882385
u74874053,b80871817
u03363697,b31460205
u61851715,b29998162
u49785701,b88156217
u45074926,b77333717
u62250031,b04797457
u75430415,b31687952
u54889881,b89001351
u26494925,b39613729
u06900329,b42903412
u15065894,b06167371
u27777601,b93563853
u97019191,b67584295
u43352186,b21196415
u06784787,b29335901
u36140912,b98940952
u96618159,b76329691
u31243877,b15174884
u44646800,b77049201
u26237225,b07812624
u38389437,b05271936
u01358126,b29738200
u51025478,b40550660
u18375829,b05487017
u80545919,b00083194
u84909851,b47960551
u19791712,b40825074
u57628303,b75366463
u70541503,b54243953
u50586314,b61863874
